Canton;Annee;Parti;Suffrage_en_pourcent
Schaffhausen;1983;PCS;
Schaffhausen;1983;PVL;
Schaffhausen;1983;PBD;
Schaffhausen;1983;PST;
Schaffhausen;1983;PSA;
Schaffhausen;1983;POCH;2.67
Schaffhausen;1983;PES;
Schaffhausen;1983;AVF;
Schaffhausen;1983;Sol.;
Schaffhausen;1983;Rép.;
Schaffhausen;1983;DS;
Schaffhausen;1983;UDF;
Schaffhausen;1983;PSL;
Schaffhausen;1983;Lega;
Schaffhausen;1983;MCR;
Schaffhausen;1983;Sép.;
Schaffhausen;1983;Autres;1.21
Schaffhausen;1979;PLR;32.26
Schaffhausen;1979;PDC;
Schaffhausen;1979;PS;35.31
Schaffhausen;1979;UDC;21.12
Schaffhausen;1979;PL;
Schaffhausen;1979;AdI;
Schaffhausen;1979;PEV;6.29
Schaffhausen;1979;PCS;
Schaffhausen;1979;PVL;
Schaffhausen;1979;PBD;
Schaffhausen;1979;PST;
Schaffhausen;1979;PSA;
Schaffhausen;1979;POCH;4.09
Schaffhausen;1979;PES;
Schaffhausen;1979;AVF;
Schaffhausen;1979;Sol.;
Schaffhausen;1979;Rép.;
Schaffhausen;1979;DS;
Schaffhausen;1979;UDF;
Schaffhausen;1979;PSL;
Schaffhausen;1979;Lega;
Schaffhausen;1979;MCR;
Schaffhausen;1979;Sép.;
Schaffhausen;1979;Autres;0.92
Schaffhausen;1975;PLR;40.08
Schaffhausen;1975;PDC;
Schaffhausen;1975;PS;37.18
Schaffhausen;1975;UDC;
Schaffhausen;1975;PL;
Schaffhausen;1975;AdI;16.63
Schaffhausen;1975;PEV;
Schaffhausen;1975;PCS;
Schaffhausen;1975;PVL;
Schaffhausen;1975;PBD;
Schaffhausen;1975;PST;
Schaffhausen;1975;PSA;
Schaffhausen;1975;POCH;6.11
Schaffhausen;1975;PES;
Schaffhausen;1975;AVF;
Schaffhausen;1975;Sol.;
Schaffhausen;1975;Rép.;
Schaffhausen;1975;DS;
Schaffhausen;1975;UDF;
Schaffhausen;1975;PSL;
Schaffhausen;1975;Lega;
Schaffhausen;1975;MCR;
Schaffhausen;1975;Sép.;
Schaffhausen;1975;Autres;
Schaffhausen;1971;PLR;33.11
Schaffhausen;1971;PDC;8.05
Schaffhausen;1971;PS;40.21
Schaffhausen;1971;UDC;
Schaffhausen;1971;PL;
Schaffhausen;1971;AdI;12.19
Schaffhausen;1971;PEV;
Schaffhausen;1971;PCS;
Schaffhausen;1971;PVL;
Schaffhausen;1971;PBD;
Schaffhausen;1971;PST;
Schaffhausen;1971;PSA;
Schaffhausen;1971;POCH;
Schaffhausen;1971;PES;
Schaffhausen;1971;AVF;
Schaffhausen;1971;Sol.;
Schaffhausen;1971;Rép.;
Schaffhausen;1971;DS;6.43
Schaffhausen;1971;UDF;
Schaffhausen;1971;PSL;
Schaffhausen;1971;Lega;
Schaffhausen;1971;MCR;
Schaffhausen;1971;Sép.;
Schaffhausen;1971;Autres;
Appenzell Ausserrhoden;2019;PLR;48.44
Appenzell Ausserrhoden;2019;PDC;
Appenzell Ausserrhoden;2019;PS;
Appenzell Ausserrhoden;2019;UDC;49.46
Appenzell Ausserrhoden;2019;PL;
Appenzell Ausserrhoden;2019;AdI;
Appenzell Ausserrhoden;2019;PEV;
Appenzell Ausserrhoden;2019;PCS;
Appenzell Ausserrhoden;2019;PVL;
Appenzell Ausserrhoden;2019;PBD;
Appenzell Ausserrhoden;2019;PST;
Appenzell Ausserrhoden;2019;PSA;
Appenzell Ausserrhoden;2019;POCH;
Appenzell Ausserrhoden;2019;PES;
Appenzell Ausserrhoden;2019;AVF;
Appenzell Ausserrhoden;2019;Sol.;
Appenzell Ausserrhoden;2019;Rép.;
Appenzell Ausserrhoden;2019;DS;
Appenzell Ausserrhoden;2019;UDF;
Appenzell Ausserrhoden;2019;PSL;
Appenzell Ausserrhoden;2019;Lega;
Appenzell Ausserrhoden;2019;MCR;
Appenzell Ausserrhoden;2019;Sép.;
Appenzell Ausserrhoden;2019;Autres;2.11
Appenzell Ausserrhoden;2015;PLR;33.58
Appenzell Ausserrhoden;2015;PDC;
Appenzell Ausserrhoden;2015;PS;28.55
Appenzell Ausserrhoden;2015;UDC;36.09
Appenzell Ausserrhoden;2015;PL;
Appenzell Ausserrhoden;2015;AdI;
Appenzell Ausserrhoden;2015;PEV;
Appenzell Ausserrhoden;2015;PCS;
Appenzell Ausserrhoden;2015;PVL;
Appenzell Ausserrhoden;2015;PBD;
Appenzell Ausserrhoden;2015;PST;
Appenzell Ausserrhoden;2015;PSA;
Appenzell Ausserrhoden;2015;POCH;
Appenzell Ausserrhoden;2015;PES;
Appenzell Ausserrhoden;2015;AVF;
Appenzell Ausserrhoden;2015;Sol.;
Appenzell Ausserrhoden;2015;Rép.;
Appenzell Ausserrhoden;2015;DS;
Appenzell Ausserrhoden;2015;UDF;
Appenzell Ausserrhoden;2015;PSL;
Appenzell Ausserrhoden;2015;Lega;
Appenzell Ausserrhoden;2015;MCR;
Appenzell Ausserrhoden;2015;Sép.;
Appenzell Ausserrhoden;2015;Autres;1.77
Appenzell Ausserrhoden;2011;PLR;51.51
Appenzell Ausserrhoden;2011;PDC;10.57
Appenzell Ausserrhoden;2011;PS;
Appenzell Ausserrhoden;2011;UDC;30.5
Appenzell Ausserrhoden;2011;PL;
Appenzell Ausserrhoden;2011;AdI;
Appenzell Ausserrhoden;2011;PEV;
Appenzell Ausserrhoden;2011;PCS;
Appenzell Ausserrhoden;2011;PVL;
Appenzell Ausserrhoden;2011;PBD;
Appenzell Ausserrhoden;2011;PST;
Appenzell Ausserrhoden;2011;PSA;
Appenzell Ausserrhoden;2011;POCH;
Appenzell Ausserrhoden;2011;PES;6.4
Appenzell Ausserrhoden;2011;AVF;
Appenzell Ausserrhoden;2011;Sol.;
Appenzell Ausserrhoden;2011;Rép.;
Appenzell Ausserrhoden;2011;DS;
Appenzell Ausserrhoden;2011;UDF;
Appenzell Ausserrhoden;2011;PSL;
Appenzell Ausserrhoden;2011;Lega;
Appenzell Ausserrhoden;2011;MCR;
Appenzell Ausserrhoden;2011;Sép.;
Appenzell Ausserrhoden;2011;Autres;1.02
Appenzell Ausserrhoden;2007;PLR;71.98
Appenzell Ausserrhoden;2007;PDC;
Appenzell Ausserrhoden;2007;PS;
Appenzell Ausserrhoden;2007;UDC;
Appenzell Ausserrhoden;2007;PL;
Appenzell Ausserrhoden;2007;AdI;
Appenzell Ausserrhoden;2007;PEV;
Appenzell Ausserrhoden;2007;PCS;
Appenzell Ausserrhoden;2007;PVL;
Appenzell Ausserrhoden;2007;PBD;
Appenzell Ausserrhoden;2007;PST;
Appenzell Ausserrhoden;2007;PSA;
Appenzell Ausserrhoden;2007;POCH;
Appenzell Ausserrhoden;2007;PES;
Appenzell Ausserrhoden;2007;AVF;
Appenzell Ausserrhoden;2007;Sol.;
Appenzell Ausserrhoden;2007;Rép.;
Appenzell Ausserrhoden;2007;DS;
Appenzell Ausserrhoden;2007;UDF;
Appenzell Ausserrhoden;2007;PSL;
Appenzell Ausserrhoden;2007;Lega;
Appenzell Ausserrhoden;2007;MCR;
Appenzell Ausserrhoden;2007;Sép.;
Appenzell Ausserrhoden;2007;Autres;28.02
Appenzell Ausserrhoden;2003;PLR;41.06
Appenzell Ausserrhoden;2003;PDC;
Appenzell Ausserrhoden;2003;PS;19.89
Appenzell Ausserrhoden;2003;UDC;38.3
Appenzell Ausserrhoden;2003;PL;
Appenzell Ausserrhoden;2003;AdI;
Appenzell Ausserrhoden;2003;PEV;
Appenzell Ausserrhoden;2003;PCS;
Appenzell Ausserrhoden;2003;PVL;
Appenzell Ausserrhoden;2003;PBD;
Appenzell Ausserrhoden;2003;PST;
Appenzell Ausserrhoden;2003;PSA;
Appenzell Ausserrhoden;2003;POCH;
Appenzell Ausserrhoden;2003;PES;
Appenzell Ausserrhoden;2003;AVF;
Appenzell Ausserrhoden;2003;Sol.;
Appenzell Ausserrhoden;2003;Rép.;
Appenzell Ausserrhoden;2003;DS;
Appenzell Ausserrhoden;2003;UDF;
Appenzell Ausserrhoden;2003;PSL;
Appenzell Ausserrhoden;2003;Lega;
Appenzell Ausserrhoden;2003;MCR;
Appenzell Ausserrhoden;2003;Sép.;
Appenzell Ausserrhoden;2003;Autres;0.75
Appenzell Ausserrhoden;1999;PLR;32.81
Appenzell Ausserrhoden;1999;PDC;
Appenzell Ausserrhoden;1999;PS;29.65
Appenzell Ausserrhoden;1999;UDC;37.54
Appenzell Ausserrhoden;1999;PL;
Appenzell Ausserrhoden;1999;AdI;
Appenzell Ausserrhoden;1999;PEV;
Appenzell Ausserrhoden;1999;PCS;
Appenzell Ausserrhoden;1999;PVL;
Appenzell Ausserrhoden;1999;PBD;
Appenzell Ausserrhoden;1999;PST;
Appenzell Ausserrhoden;1999;PSA;
Appenzell Ausserrhoden;1999;POCH;
Appenzell Ausserrhoden;1999;PES;
Appenzell Ausserrhoden;1999;AVF;
Appenzell Ausserrhoden;1999;Sol.;
Appenzell Ausserrhoden;1999;Rép.;
Appenzell Ausserrhoden;1999;DS;
Appenzell Ausserrhoden;1999;UDF;
Appenzell Ausserrhoden;1999;PSL;
Appenzell Ausserrhoden;1999;Lega;
Appenzell Ausserrhoden;1999;MCR;
Appenzell Ausserrhoden;1999;Sép.;
Appenzell Ausserrhoden;1999;Autres;
Appenzell Ausserrhoden;1995;PLR;36.44
Appenzell Ausserrhoden;1995;PDC;9.52
Appenzell Ausserrhoden;1995;PS;21.93
Appenzell Ausserrhoden;1995;UDC;22.02
Appenzell Ausserrhoden;1995;PL;
Appenzell Ausserrhoden;1995;AdI;
Appenzell Ausserrhoden;1995;PEV;
Appenzell Ausserrhoden;1995;PCS;
Appenzell Ausserrhoden;1995;PVL;
Appenzell Ausserrhoden;1995;PBD;
Appenzell Ausserrhoden;1995;PST;
Appenzell Ausserrhoden;1995;PSA;
Appenzell Ausserrhoden;1995;POCH;
Appenzell Ausserrhoden;1995;PES;
Appenzell Ausserrhoden;1995;AVF;
Appenzell Ausserrhoden;1995;Sol.;
Appenzell Ausserrhoden;1995;Rép.;
Appenzell Ausserrhoden;1995;DS;
Appenzell Ausserrhoden;1995;UDF;
Appenzell Ausserrhoden;1995;PSL;8.91
Appenzell Ausserrhoden;1995;Lega;
Appenzell Ausserrhoden;1995;MCR;
Appenzell Ausserrhoden;1995;Sép.;
Appenzell Ausserrhoden;1995;Autres;1.19
Appenzell Ausserrhoden;1991;PLR;30.82
Appenzell Ausserrhoden;1991;PDC;16.71
Appenzell Ausserrhoden;1991;PS;
Appenzell Ausserrhoden;1991;UDC;
Appenzell Ausserrhoden;1991;PL;
Appenzell Ausserrhoden;1991;AdI;
Appenzell Ausserrhoden;1991;PEV;
Appenzell Ausserrhoden;1991;PCS;
Appenzell Ausserrhoden;1991;PVL;
Appenzell Ausserrhoden;1991;PBD;
Appenzell Ausserrhoden;1991;PST;
Appenzell Ausserrhoden;1991;PSA;
Appenzell Ausserrhoden;1991;POCH;
Appenzell Ausserrhoden;1991;PES;
Appenzell Ausserrhoden;1991;AVF;
Appenzell Ausserrhoden;1991;Sol.;
Appenzell Ausserrhoden;1991;Rép.;
Appenzell Ausserrhoden;1991;DS;
Appenzell Ausserrhoden;1991;UDF;
Appenzell Ausserrhoden;1991;PSL;15.79
Appenzell Ausserrhoden;1991;Lega;
Appenzell Ausserrhoden;1991;MCR;
Appenzell Ausserrhoden;1991;Sép.;
Appenzell Ausserrhoden;1991;Autres;36.68
Appenzell Ausserrhoden;1987;PLR;
Appenzell Ausserrhoden;1987;PDC;
Appenzell Ausserrhoden;1987;PS;
Appenzell Ausserrhoden;1987;UDC;
Appenzell Ausserrhoden;1987;PL;
Appenzell Ausserrhoden;1987;AdI;
Appenzell Ausserrhoden;1987;PEV;
Appenzell Ausserrhoden;1987;PCS;
Appenzell Ausserrhoden;1987;PVL;
Appenzell Ausserrhoden;1987;PBD;
Appenzell Ausserrhoden;1987;PST;
Appenzell Ausserrhoden;1987;PSA;
Appenzell Ausserrhoden;1987;POCH;
Appenzell Ausserrhoden;1987;PES;
Appenzell Ausserrhoden;1987;AVF;
Appenzell Ausserrhoden;1987;Sol.;
Appenzell Ausserrhoden;1987;Rép.;
Appenzell Ausserrhoden;1987;DS;
Appenzell Ausserrhoden;1987;UDF;
Appenzell Ausserrhoden;1987;PSL;
Appenzell Ausserrhoden;1987;Lega;
Appenzell Ausserrhoden;1987;MCR;
Appenzell Ausserrhoden;1987;Sép.;
Appenzell Ausserrhoden;1987;Autres;
Appenzell Ausserrhoden;1983;PLR;36.04
Appenzell Ausserrhoden;1983;PDC;14.49
Appenzell Ausserrhoden;1983;PS;23.61
Appenzell Ausserrhoden;1983;UDC;
Appenzell Ausserrhoden;1983;PL;
Appenzell Ausserrhoden;1983;AdI;
Appenzell Ausserrhoden;1983;PEV;
Appenzell Ausserrhoden;1983;PCS;
Appenzell Ausserrhoden;1983;PVL;
Appenzell Ausserrhoden;1983;PBD;
Appenzell Ausserrhoden;1983;PST;
Appenzell Ausserrhoden;1983;PSA;
Appenzell Ausserrhoden;1983;POCH;
Appenzell Ausserrhoden;1983;PES;
Appenzell Ausserrhoden;1983;AVF;
Appenzell Ausserrhoden;1983;Sol.;
Appenzell Ausserrhoden;1983;Rép.;
Appenzell Ausserrhoden;1983;DS;
Appenzell Ausserrhoden;1983;UDF;
Appenzell Ausserrhoden;1983;PSL;
Appenzell Ausserrhoden;1983;Lega;
Appenzell Ausserrhoden;1983;MCR;
Appenzell Ausserrhoden;1983;Sép.;
Appenzell Ausserrhoden;1983;Autres;25.86
Appenzell Ausserrhoden;1979;PLR;
Appenzell Ausserrhoden;1979;PDC;
Appenzell Ausserrhoden;1979;PS;
Appenzell Ausserrhoden;1979;UDC;
Appenzell Ausserrhoden;1979;PL;
Appenzell Ausserrhoden;1979;AdI;
Appenzell Ausserrhoden;1979;PEV;
Appenzell Ausserrhoden;1979;PCS;
Appenzell Ausserrhoden;1979;PVL;
Appenzell Ausserrhoden;1979;PBD;
Appenzell Ausserrhoden;1979;PST;
Appenzell Ausserrhoden;1979;PSA;
Appenzell Ausserrhoden;1979;POCH;
Appenzell Ausserrhoden;1979;PES;
Appenzell Ausserrhoden;1979;AVF;
Appenzell Ausserrhoden;1979;Sol.;
Appenzell Ausserrhoden;1979;Rép.;
Appenzell Ausserrhoden;1979;DS;
Appenzell Ausserrhoden;1979;UDF;
Appenzell Ausserrhoden;1979;PSL;
Appenzell Ausserrhoden;1979;Lega;
Appenzell Ausserrhoden;1979;MCR;
Appenzell Ausserrhoden;1979;Sép.;
Appenzell Ausserrhoden;1979;Autres;
Appenzell Ausserrhoden;1975;PLR;45.81
Appenzell Ausserrhoden;1975;PDC;14.08
Appenzell Ausserrhoden;1975;PS;40.1
Appenzell Ausserrhoden;1975;UDC;
Appenzell Ausserrhoden;1975;PL;
Appenzell Ausserrhoden;1975;AdI;
Appenzell Ausserrhoden;1975;PEV;
Appenzell Ausserrhoden;1975;PCS;
Appenzell Ausserrhoden;1975;PVL;
Appenzell Ausserrhoden;1975;PBD;
Appenzell Ausserrhoden;1975;PST;
Appenzell Ausserrhoden;1975;PSA;
Appenzell Ausserrhoden;1975;POCH;
Appenzell Ausserrhoden;1975;PES;
Appenzell Ausserrhoden;1975;AVF;
Appenzell Ausserrhoden;1975;Sol.;
Appenzell Ausserrhoden;1975;Rép.;
Appenzell Ausserrhoden;1975;DS;
Appenzell Ausserrhoden;1975;UDF;
Appenzell Ausserrhoden;1975;PSL;
Appenzell Ausserrhoden;1975;Lega;
Appenzell Ausserrhoden;1975;MCR;
Appenzell Ausserrhoden;1975;Sép.;
Appenzell Ausserrhoden;1975;Autres;
Appenzell Ausserrhoden;1971;PLR;62.58
Appenzell Ausserrhoden;1971;PDC;
Appenzell Ausserrhoden;1971;PS;37.42
Appenzell Ausserrhoden;1971;UDC;
Appenzell Ausserrhoden;1971;PL;
Appenzell Ausserrhoden;1971;AdI;
Appenzell Ausserrhoden;1971;PEV;
Appenzell Ausserrhoden;1971;PCS;
Appenzell Ausserrhoden;1971;PVL;
Appenzell Ausserrhoden;1971;PBD;
Appenzell Ausserrhoden;1971;PST;
Appenzell Ausserrhoden;1971;PSA;
Appenzell Ausserrhoden;1971;POCH;
Appenzell Ausserrhoden;1971;PES;
Appenzell Ausserrhoden;1971;AVF;
Appenzell Ausserrhoden;1971;Sol.;
Appenzell Ausserrhoden;1971;Rép.;
Appenzell Ausserrhoden;1971;DS;
Appenzell Ausserrhoden;1971;UDF;
Appenzell Ausserrhoden;1971;PSL;
Appenzell Ausserrhoden;1971;Lega;
Appenzell Ausserrhoden;1971;MCR;
Appenzell Ausserrhoden;1971;Sép.;
Appenzell Ausserrhoden;1971;Autres;
Appenzell Innerrhoden;2019;PLR;
Appenzell Innerrhoden;2019;PDC;61.27
Appenzell Innerrhoden;2019;PS;8.73
Appenzell Innerrhoden;2019;UDC;29.08
Appenzell Innerrhoden;2019;PL;
Appenzell Innerrhoden;2019;AdI;
Appenzell Innerrhoden;2019;PEV;
Appenzell Innerrhoden;2019;PCS;
Appenzell Innerrhoden;2019;PVL;
Appenzell Innerrhoden;2019;PBD;
Appenzell Innerrhoden;2019;PST;
Appenzell Innerrhoden;2019;PSA;
Appenzell Innerrhoden;2019;POCH;
Appenzell Innerrhoden;2019;PES;
Appenzell Innerrhoden;2019;AVF;
Appenzell Innerrhoden;2019;Sol.;
Appenzell Innerrhoden;2019;Rép.;
Appenzell Innerrhoden;2019;DS;
Appenzell Innerrhoden;2019;UDF;
Appenzell Innerrhoden;2019;PSL;
Appenzell Innerrhoden;2019;Lega;
Appenzell Innerrhoden;2019;MCR;
Appenzell Innerrhoden;2019;Sép.;
Appenzell Innerrhoden;2019;Autres;0.92
Appenzell Innerrhoden;2015;PLR;
Appenzell Innerrhoden;2015;PDC;76.31
Appenzell Innerrhoden;2015;PS;18.07
Appenzell Innerrhoden;2015;UDC;
Appenzell Innerrhoden;2015;PL;
Appenzell Innerrhoden;2015;AdI;
Appenzell Innerrhoden;2015;PEV;
Appenzell Innerrhoden;2015;PCS;
Appenzell Innerrhoden;2015;PVL;
Appenzell Innerrhoden;2015;PBD;
Appenzell Innerrhoden;2015;PST;
Appenzell Innerrhoden;2015;PSA;
Appenzell Innerrhoden;2015;POCH;
Appenzell Innerrhoden;2015;PES;
Appenzell Innerrhoden;2015;AVF;
Appenzell Innerrhoden;2015;Sol.;
Appenzell Innerrhoden;2015;Rép.;
Appenzell Innerrhoden;2015;DS;
Appenzell Innerrhoden;2015;UDF;
Appenzell Innerrhoden;2015;PSL;
Appenzell Innerrhoden;2015;Lega;
Appenzell Innerrhoden;2015;MCR;
Appenzell Innerrhoden;2015;Sép.;
Appenzell Innerrhoden;2015;Autres;5.62
Appenzell Innerrhoden;2011;PLR;
Appenzell Innerrhoden;2011;PDC;76.1
Appenzell Innerrhoden;2011;PS;20.33
Appenzell Innerrhoden;2011;UDC;
Appenzell Innerrhoden;2011;PL;
Appenzell Innerrhoden;2011;AdI;
Appenzell Innerrhoden;2011;PEV;
Appenzell Innerrhoden;2011;PCS;
Appenzell Innerrhoden;2011;PVL;
Appenzell Innerrhoden;2011;PBD;
Appenzell Innerrhoden;2011;PST;
Appenzell Innerrhoden;2011;PSA;
Appenzell Innerrhoden;2011;POCH;
Appenzell Innerrhoden;2011;PES;
Appenzell Innerrhoden;2011;AVF;
Appenzell Innerrhoden;2011;Sol.;
Appenzell Innerrhoden;2011;Rép.;
Appenzell Innerrhoden;2011;DS;
Appenzell Innerrhoden;2011;UDF;
Appenzell Innerrhoden;2011;PSL;
Appenzell Innerrhoden;2011;Lega;
Appenzell Innerrhoden;2011;MCR;
Appenzell Innerrhoden;2011;Sép.;
Appenzell Innerrhoden;2011;Autres;3.58
Appenzell Innerrhoden;2007;PLR;
Appenzell Innerrhoden;2007;PDC;84.56
Appenzell Innerrhoden;2007;PS;
Appenzell Innerrhoden;2007;UDC;
Appenzell Innerrhoden;2007;PL;
Appenzell Innerrhoden;2007;AdI;
Appenzell Innerrhoden;2007;PEV;
Appenzell Innerrhoden;2007;PCS;
Appenzell Innerrhoden;2007;PVL;
Appenzell Innerrhoden;2007;PBD;
Appenzell Innerrhoden;2007;PST;
Appenzell Innerrhoden;2007;PSA;
Appenzell Innerrhoden;2007;POCH;
Appenzell Innerrhoden;2007;PES;
Appenzell Innerrhoden;2007;AVF;
Appenzell Innerrhoden;2007;Sol.;
Appenzell Innerrhoden;2007;Rép.;
Appenzell Innerrhoden;2007;DS;
Appenzell Innerrhoden;2007;UDF;
Appenzell Innerrhoden;2007;PSL;
Appenzell Innerrhoden;2007;Lega;
Appenzell Innerrhoden;2007;MCR;
Appenzell Innerrhoden;2007;Sép.;
Appenzell Innerrhoden;2007;Autres;15.44
Appenzell Innerrhoden;2003;PLR;
Appenzell Innerrhoden;2003;PDC;69.16
Appenzell Innerrhoden;2003;PS;
Appenzell Innerrhoden;2003;UDC;
Appenzell Innerrhoden;2003;PL;
Appenzell Innerrhoden;2003;AdI;
Appenzell Innerrhoden;2003;PEV;
Appenzell Innerrhoden;2003;PCS;
Appenzell Innerrhoden;2003;PVL;
Appenzell Innerrhoden;2003;PBD;
Appenzell Innerrhoden;2003;PST;
Appenzell Innerrhoden;2003;PSA;
Appenzell Innerrhoden;2003;POCH;
Appenzell Innerrhoden;2003;PES;
Appenzell Innerrhoden;2003;AVF;
Appenzell Innerrhoden;2003;Sol.;
Appenzell Innerrhoden;2003;Rép.;
Appenzell Innerrhoden;2003;DS;
Appenzell Innerrhoden;2003;UDF;
Appenzell Innerrhoden;2003;PSL;
Appenzell Innerrhoden;2003;Lega;
Appenzell Innerrhoden;2003;MCR;
Appenzell Innerrhoden;2003;Sép.;
Appenzell Innerrhoden;2003;Autres;30.84
Appenzell Innerrhoden;1999;PLR;
Appenzell Innerrhoden;1999;PDC;73.54
Appenzell Innerrhoden;1999;PS;
Appenzell Innerrhoden;1999;UDC;25.74
Appenzell Innerrhoden;1999;PL;
Appenzell Innerrhoden;1999;AdI;
Appenzell Innerrhoden;1999;PEV;
Appenzell Innerrhoden;1999;PCS;
Appenzell Innerrhoden;1999;PVL;
Appenzell Innerrhoden;1999;PBD;
Appenzell Innerrhoden;1999;PST;
Appenzell Innerrhoden;1999;PSA;
Appenzell Innerrhoden;1999;POCH;
Appenzell Innerrhoden;1999;PES;
Appenzell Innerrhoden;1999;AVF;
Appenzell Innerrhoden;1999;Sol.;
Appenzell Innerrhoden;1999;Rép.;
Appenzell Innerrhoden;1999;DS;
Appenzell Innerrhoden;1999;UDF;
Appenzell Innerrhoden;1999;PSL;
Appenzell Innerrhoden;1999;Lega;
Appenzell Innerrhoden;1999;MCR;
Appenzell Innerrhoden;1999;Sép.;
Appenzell Innerrhoden;1999;Autres;0.72
Appenzell Innerrhoden;1995;PLR;
Appenzell Innerrhoden;1995;PDC;85.41
Appenzell Innerrhoden;1995;PS;
Appenzell Innerrhoden;1995;UDC;
Appenzell Innerrhoden;1995;PL;
Appenzell Innerrhoden;1995;AdI;
Appenzell Innerrhoden;1995;PEV;
Appenzell Innerrhoden;1995;PCS;
Appenzell Innerrhoden;1995;PVL;
Appenzell Innerrhoden;1995;PBD;
Appenzell Innerrhoden;1995;PST;
Appenzell Innerrhoden;1995;PSA;
Appenzell Innerrhoden;1995;POCH;
Appenzell Innerrhoden;1995;PES;
Appenzell Innerrhoden;1995;AVF;
Appenzell Innerrhoden;1995;Sol.;
Appenzell Innerrhoden;1995;Rép.;
Appenzell Innerrhoden;1995;DS;
Appenzell Innerrhoden;1995;UDF;
Appenzell Innerrhoden;1995;PSL;
Appenzell Innerrhoden;1995;Lega;
Appenzell Innerrhoden;1995;MCR;
Appenzell Innerrhoden;1995;Sép.;
Appenzell Innerrhoden;1995;Autres;14.59
Appenzell Innerrhoden;1991;PLR;
Appenzell Innerrhoden;1991;PDC;98.71
Appenzell Innerrhoden;1991;PS;
Appenzell Innerrhoden;1991;UDC;
Appenzell Innerrhoden;1991;PL;
Appenzell Innerrhoden;1991;AdI;
Appenzell Innerrhoden;1991;PEV;
Appenzell Innerrhoden;1991;PCS;
Appenzell Innerrhoden;1991;PVL;
Appenzell Innerrhoden;1991;PBD;
Appenzell Innerrhoden;1991;PST;
Appenzell Innerrhoden;1991;PSA;
Appenzell Innerrhoden;1991;POCH;
Appenzell Innerrhoden;1991;PES;
Appenzell Innerrhoden;1991;AVF;
Appenzell Innerrhoden;1991;Sol.;
Appenzell Innerrhoden;1991;Rép.;
Appenzell Innerrhoden;1991;DS;
Appenzell Innerrhoden;1991;UDF;
Appenzell Innerrhoden;1991;PSL;
Appenzell Innerrhoden;1991;Lega;
Appenzell Innerrhoden;1991;MCR;
Appenzell Innerrhoden;1991;Sép.;
Appenzell Innerrhoden;1991;Autres;1.29
Appenzell Innerrhoden;1987;PLR;
Appenzell Innerrhoden;1987;PDC;91.77
Appenzell Innerrhoden;1987;PS;
Appenzell Innerrhoden;1987;UDC;
Appenzell Innerrhoden;1987;PL;
Appenzell Innerrhoden;1987;AdI;
Appenzell Innerrhoden;1987;PEV;
Appenzell Innerrhoden;1987;PCS;
Appenzell Innerrhoden;1987;PVL;
Appenzell Innerrhoden;1987;PBD;
Appenzell Innerrhoden;1987;PST;
Appenzell Innerrhoden;1987;PSA;
Appenzell Innerrhoden;1987;POCH;
Appenzell Innerrhoden;1987;PES;
Appenzell Innerrhoden;1987;AVF;
Appenzell Innerrhoden;1987;Sol.;
Appenzell Innerrhoden;1987;Rép.;
Appenzell Innerrhoden;1987;DS;
Appenzell Innerrhoden;1987;UDF;
Appenzell Innerrhoden;1987;PSL;
Appenzell Innerrhoden;1987;Lega;
Appenzell Innerrhoden;1987;MCR;
Appenzell Innerrhoden;1987;Sép.;
Appenzell Innerrhoden;1987;Autres;8.23
Appenzell Innerrhoden;1983;PLR;
Appenzell Innerrhoden;1983;PDC;95.59
Appenzell Innerrhoden;1983;PS;
Appenzell Innerrhoden;1983;UDC;
Appenzell Innerrhoden;1983;PL;
Appenzell Innerrhoden;1983;AdI;
Appenzell Innerrhoden;1983;PEV;
Appenzell Innerrhoden;1983;PCS;
Appenzell Innerrhoden;1983;PVL;
Appenzell Innerrhoden;1983;PBD;
Appenzell Innerrhoden;1983;PST;
Appenzell Innerrhoden;1983;PSA;
Appenzell Innerrhoden;1983;POCH;
Appenzell Innerrhoden;1983;PES;
Appenzell Innerrhoden;1983;AVF;
Appenzell Innerrhoden;1983;Sol.;
Appenzell Innerrhoden;1983;Rép.;
Appenzell Innerrhoden;1983;DS;
Appenzell Innerrhoden;1983;UDF;
Appenzell Innerrhoden;1983;PSL;
Appenzell Innerrhoden;1983;Lega;
Appenzell Innerrhoden;1983;MCR;
Appenzell Innerrhoden;1983;Sép.;
Appenzell Innerrhoden;1983;Autres;4.41
Appenzell Innerrhoden;1979;PLR;
Appenzell Innerrhoden;1979;PDC;97.17
Appenzell Innerrhoden;1979;PS;
Appenzell Innerrhoden;1979;UDC;
Appenzell Innerrhoden;1979;PL;
Appenzell Innerrhoden;1979;AdI;
Appenzell Innerrhoden;1979;PEV;
Appenzell Innerrhoden;1979;PCS;
Appenzell Innerrhoden;1979;PVL;
Appenzell Innerrhoden;1979;PBD;
Appenzell Innerrhoden;1979;PST;
Appenzell Innerrhoden;1979;PSA;
Appenzell Innerrhoden;1979;POCH;
Appenzell Innerrhoden;1979;PES;
Appenzell Innerrhoden;1979;AVF;
Appenzell Innerrhoden;1979;Sol.;
Appenzell Innerrhoden;1979;Rép.;
Appenzell Innerrhoden;1979;DS;
Appenzell Innerrhoden;1979;UDF;
Appenzell Innerrhoden;1979;PSL;
Appenzell Innerrhoden;1979;Lega;
